# # HJD 	 flux 	 error 	 fid 	 pid 	 ra 	 dec 	 alertphot 
2458308.68318 3.99871802326e-05 4.84009804387e-06            3            2  249.4312773   49.2946456            0        32768
2458679.75854 4.85390545003e-05 5.08218385058e-06            3            2   249.431102   49.2945465            0            0
2458661.68332 4.10496955357e-05 4.87509048052e-06            3            2  249.4311681   49.2945158            0            0
2458572.90395 5.42822385365e-05 5.20740546062e-06            3            2  249.4311555   49.2946559            0        32768
2458379.6383 5.7932614681e-05 5.27664159163e-06            3            2  249.4312527   49.2945587            0            0
2458674.67721 4.86717453662e-05 5.08534699698e-06            3            2  249.4311684   49.2945583            0            0
2458596.88463 4.63015688844e-05 5.02649139479e-06            3            2  249.4311172    49.294553            0            0
2458539.05718 5.76846194462e-05 5.27214762533e-06            3            2  249.4313323   49.2945518            0            0
2458244.90771 0.000176106775724 6.4472179592e-06            3            2  249.4310099   49.2946164            0        32768
2458289.85444 4.75301963384e-05 5.05762563414e-06            3            2  249.4312317   49.2945233            0            0
2458362.77739 5.40748475944e-05 5.2032601015e-06            3            2  249.4311692   49.2945407            0            0
2458548.04881 4.58162559296e-05 5.01379737699e-06            3            2  249.4312289    49.294577            0            0
2458281.8045 4.56065857855e-05 5.00823804797e-06            3            2  249.4312984   49.2945482            0            0
2458227.8934 4.98774988039e-05 5.11346479652e-06            3            2  249.4312367    49.294626            0            0
2458557.03349 4.43029817387e-05 4.97265338976e-06            3            2   249.431349   49.2945015            0            0
2458645.76128 4.72255745068e-05 5.05003574349e-06            3            2  249.4311739   49.2945511            0            0
2458232.84368 5.58436608345e-05 5.23786646943e-06            3            2  249.4312616   49.2945308            0            0
2458637.78302 4.91133948721e-05 5.09578052926e-06            3            2  249.4311823   49.2945204            0            0
2458669.80644 5.03128510978e-05 5.12334224179e-06            3            2   249.431232   49.2945545            0            0
2458605.97459 4.95329401991e-05 5.10554789212e-06            3            2  249.4312734   49.2945547            0            0
2458338.66214 4.09131241907e-05 4.87068593547e-06            3            2  249.4312431   49.2946216            0            0
2458272.86841 4.47387715878e-05 4.98475332985e-06            3            2  249.4311681    49.294624            0            0
2458303.89396 5.63514775381e-05 5.24749093256e-06            3            2    249.43125   49.2946552            0            0
2458366.78414 5.39894195827e-05 5.20154418576e-06            3            2  249.4308786   49.2944579            0            0
2458665.68297 4.98277546432e-05 5.11232800819e-06            3            2  249.4312163   49.2945265            0            0
2458320.74269 5.35950786085e-05 5.19356928827e-06            3            2  249.4311664   49.2944932            0            0
2458285.97956 5.62403175018e-05 5.24539328319e-06            3            2  249.4312969   49.2945496            0            0
2458331.82665 4.05971730005e-05 4.86039395514e-06            3            2  249.4312516   49.2945915            0            0
2458348.67988 6.54822601729e-05 5.40146295808e-06            3            2  249.4311533   49.2945552            0            0
2458371.7815 5.77378456368e-05 5.27311411754e-06            3            2  249.4312074   49.2945546            0            0
2458294.84573 5.44615235547e-05 5.2109724898e-06            3            2  249.4311829   49.2944956            0            0
2458277.8043 5.34346014634e-05 5.19029649219e-06            3            2  249.4312203   49.2945682            0            0
2458633.77803 5.40361034924e-05 5.20248320028e-06            3            2  249.4312071   49.2945331            0            0
2458312.68641 4.76118437993e-05 5.05964564771e-06            3            2  249.4311617   49.2946065            0            0
2458261.78829 5.01596463062e-05 5.11988434366e-06            3            2    249.43118   49.2945863            0            0
2458587.01682 4.96147157939e-05 5.10743304766e-06            3            2  249.4313137    49.294574            0            0
2458255.82296 5.60370604855e-05 4.00387273998e-06            2            1  249.4313345   49.2946731            0            0
2458270.83501 6.58899421294e-05 4.08886663903e-06            2            2  249.4312507   49.2945784            0            0
2458231.86458 5.85123405744e-05 4.02610005665e-06            2            2   249.431258   49.2946178            0            0
2458198.97125 6.06537944276e-05 4.04480677664e-06            2            2  249.4312237   49.2945628            0            0
2458219.93691 5.52596908668e-05 3.99674223932e-06            2            2  249.4312749   49.2945991            0            0
2458273.84996 5.69280806779e-05 4.01195405662e-06            2            2   249.431179   49.2945568            0            0
2458283.83076 5.47536325554e-05 3.99205896555e-06            2            2  249.4311973   49.2945365            0            0
2458308.74558 5.99027065683e-05 4.03829691718e-06            2            2  249.4312495   49.2945724            0            0
2458272.77954 5.84992876293e-05 4.02598409096e-06            2            2  249.4311838   49.2945475            0            0
2458217.9165 5.60681768421e-05 4.00415479189e-06            2            2  249.4311465   49.2945069            0            0
2458218.95878 6.67163351244e-05 4.09563493131e-06            2            2  249.4311738   49.2945824            0            0
2458218.97728 5.92718126951e-05 4.03278535933e-06            2            2  249.4311984   49.2946147            0            0
2458299.8622 6.75832423612e-05 4.10268793302e-06            2            1  249.4312689   49.2945888            0            0
2458224.93721 5.48239907943e-05 3.99271411054e-06            2            2  249.4311283   49.2947172            0            0
2458199.01263 5.46241251889e-05 3.99085535016e-06            2            2  249.4312051   49.2945559            0            0
2458274.80447 6.35826056643e-05 4.06971933049e-06            2            2  249.4312145   49.2945734            0            0
2458230.94559 6.47278694731e-05 4.07927312428e-06            2            2  249.4313185   49.2945896            0            0
2458222.90466 5.75806407117e-05 4.01781417232e-06            2            2  249.4311828   49.2945478            0            0
2458266.83152 6.2274092491e-05 4.0586780152e-06            2            2  249.4312849   49.2945956            0            0
2458312.70758 5.64932176344e-05 4.00802217829e-06            2            2  249.4311465   49.2945541            0        32768
2458257.85151 6.04384089003e-05 4.04294464916e-06            2            2  249.4311607    49.294556            0            0
2458222.98353 6.04258816493e-05 4.04283749604e-06            2            2  249.4311784   49.2945822            0            0
2458272.82706 5.79185718284e-05 4.02082833432e-06            2            2   249.431235   49.2945411            0            0
2458229.93259 5.44609495116e-05 3.98933648568e-06            2            1  249.4312012   49.2945694            0            0
2458271.89182 5.87893982659e-05 4.02854418067e-06            2            2  249.4313193   49.2946096            0            0
2458244.85089 5.77041807018e-05 4.01891793802e-06            2            2  249.4311407   49.2945018            0            0
2458246.90758 6.11256233345e-05 4.0488716974e-06            2            2   249.431165   49.2947078            0            0
2458277.78863 6.17637702724e-05 4.05433236785e-06            2            2  249.4312189   49.2945558            0            0
2458224.94101 6.18503072952e-05 4.05507131939e-06            2            2  249.4312536   49.2946206            0            0
2458246.92589 6.61167405926e-05 4.09073098704e-06            2            2  249.4311128   49.2947127            0            0
2458255.95719 5.6927280624e-05 4.01194785508e-06            2            2  249.4311723   49.2945373            0            0
2458258.88521 5.91818131841e-05 4.03199553197e-06            2            1  249.4314561   49.2947828            0            0
2458222.94304 6.43335932603e-05 4.07599211987e-06            2            2  249.4312228    49.294602            0            0
2458218.91521 5.81460158438e-05 4.02285376609e-06            2            2  249.4311988    49.294617            0            0
2458311.72086 6.08305023159e-05 4.04633263234e-06            2            1  249.4312944   49.2946475            0            0
2458226.91012 5.55850748375e-05 3.99973674767e-06            2            2  249.4312383     49.29458            0            0
2458231.80458 6.0302340867e-05 4.04176691882e-06            2            2  249.4312237   49.2945786            0            0
2458252.88957 5.62466410075e-05 4.00578205744e-06            2            2  249.4312138   49.2945879            0            0
2458266.79747 6.49195258891e-05 4.08086149653e-06            2            2  249.4312369   49.2945613            0            0
2458226.93211 6.19756039945e-05 4.0561399288e-06            2            1  249.4311838   49.2945817            0            0
2458229.9335 5.53426564365e-05 3.99750839059e-06            2            2  249.4311461   49.2945708            0            0
2458226.9312 5.41403388245e-05 3.9863369415e-06            2            2  249.4311971   49.2945731            0            0
2458276.79302 5.49832312605e-05 3.9941884099e-06            2            2  249.4311943   49.2945614            0            0
2458219.96303 5.93139982241e-05 4.03315471654e-06            2            1  249.4312075   49.2945831            0            0
2458277.91014 6.19566627109e-05 4.05597703078e-06            2            2  249.4312115   49.2945265            0            0
2458227.90318 6.30143848579e-05 4.06494200941e-06            2            2  249.4310977   49.2946586            0            0
2458218.00156 5.58360093713e-05 4.00203352157e-06            2            2  249.4311265   49.2946246            0            0
2458222.88115 6.07735710203e-05 4.04583892948e-06            2            2  249.4311429   49.2945618            0            0
2458649.74979 7.01940345649e-05 4.12365021119e-06            2            2   249.431305   49.2945841            0            0
2458628.87366 6.06463362096e-05 4.04474179411e-06            2            2  249.4312142    49.294567            0            0
2458665.76437 5.86386006204e-05 4.0272166248e-06            2            2  249.4311821   49.2945673            0            0
2458217.92031 5.52825085593e-05 3.99695251072e-06            2            2  249.4311935   49.2945571            0            0
2458274.84728 5.77849283338e-05 4.01963706996e-06            2            2  249.4312708   49.2945709            0            0
2458277.88769 4.49502951524e-05 3.89298877203e-06            2            2  249.4311821   49.2945444            0            0
2458262.86349 6.48391730344e-05 4.08019546188e-06            2            2  249.4312549   49.2946912            0            0
2458272.80746 5.8147241621e-05 4.02286519222e-06            2            2  249.4312392   49.2945657            0            0
2458222.98016 6.52255467748e-05 4.08339484946e-06            2            2  249.4312771   49.2946468            0            0
2458220.00126 6.74002966482e-05 4.10120475947e-06            2            2  249.4312731    49.294618            0        32768
2458269.89468 5.94266398136e-05 4.03414114883e-06            2            2  249.4312957   49.2946201            0            0
2458257.88964 6.05426555408e-05 4.04384895341e-06            2            2  249.4311951   49.2946409            0            0
2458230.93225 5.92970162416e-05 4.03300735986e-06            2            2  249.4311488   49.2946127            0            0
2458217.9431 6.44495399895e-05 4.07695758904e-06            2            2  249.4312259   49.2946172            0            0
2458263.89028 5.9590140824e-05 4.03557205554e-06            2            2  249.4316437   49.2947357            0            0
2458306.86901 5.73390877222e-05 4.01565108422e-06            2            2  249.4311172    49.294647            0            0
2458272.80838 5.50692643621e-05 3.99498403465e-06            2            1  249.4311762   49.2945525            0            0
2458269.87154 5.84975406057e-05 4.02596811826e-06            2            2  249.4312849   49.2944979            0            0
2458266.83243 5.61539345906e-05 4.00493706537e-06            2            1  249.4312669   49.2944915            0            0
2458274.82609 5.40637343133e-05 3.98562074968e-06            2            2  249.4311503   49.2945515            0            0
2458219.00261 5.5236106306e-05 3.9965253248e-06            2            2  249.4313073   49.2945891            0            0
2458218.89639 5.81792231058e-05 4.02314884903e-06            2            2  249.4312085   49.2945624            0            0
2458218.98167 5.72905566681e-05 4.01521475096e-06            2            2  249.4312247   49.2945944            0            0
2458276.8261 5.79760876864e-05 4.02134014841e-06            2            2  249.4312017   49.2945559            0            0
2458255.82392 5.92480770059e-05 4.03257778924e-06            2            2  249.4312155   49.2946221            0            0
2458198.98755 5.53043641152e-05 3.99715353855e-06            2            2  249.4311769   49.2945624            0            0
2458648.72679 5.68004145369e-05 4.01080249137e-06            2            2   249.431237   49.2945276            0            0
2458219.88884 5.39556653202e-05 3.98460424425e-06            2            2  249.4311484   49.2945989            0            0
2458294.82148 5.97565060805e-05 4.03702450282e-06            2            2  249.4311922   49.2945478            0            0
2458284.82025 5.5544858361e-05 3.99936639084e-06            2            2  249.4312167   49.2945644            0            0
2458244.82935 6.23686849562e-05 4.05948251608e-06            2            2  249.4312669   49.2945912            0            0
2458226.86628 5.73934066182e-05 4.01613528763e-06            2            2  249.4312071   49.2945544            0            0
2458256.94753 5.23118600499e-05 3.96896775194e-06            2            2  249.4311904   49.2945306            0            0
2458258.9263 5.56599236587e-05 4.00042209947e-06            2            2  249.4312237   49.2946798            0            0
2458216.8969 5.4050534324e-05 3.98549472274e-06            2            2  249.4313326   49.2946111            0            0
2458216.91363 6.2075086253e-05 4.05698557713e-06            2            2  249.4313016   49.2945879            0            0
2458247.94615 6.27823442909e-05 4.0629835018e-06            2            2  249.4312114   49.2946244            0            0
2458229.90886 5.44791304817e-05 3.9895059033e-06            2            2  249.4311903   49.2945216            0            0
2458198.92933 6.11423771286e-05 4.04901424712e-06            2            2  249.4312408   49.2945679            0            0
2458263.90768 6.1960798819e-05 4.05601539876e-06            2            2  249.4311682   49.2946009            0            0
2458247.9069 5.38203864284e-05 3.98333392852e-06            2            2   249.431278   49.2946803            0            0
2458269.89375 6.44100380986e-05 4.07663094859e-06            2            1  249.4311836   49.2945158            0            0
2458270.88294 5.21908786362e-05 3.96779816934e-06            2            2  249.4312204   49.2945824            0            0
2458301.68471 5.87702950741e-05 4.02837538966e-06            2            2  249.4313114   49.2945904            0            0
2458647.76158 6.00726882146e-05 4.03977362893e-06            2            2  249.4312567   49.2945265            0            0
2458652.84386 6.27637077404e-05 4.06282481787e-06            2            2  249.4311544   49.2945553            0            0
2458655.68845 6.02425172223e-05 4.04124913092e-06            2            2  249.4310622   49.2944775            0            0
2458645.8034 6.13160919314e-05 4.05050456389e-06            2            2  249.4312344   49.2945318            0            0
2458654.71763 6.15647725315e-05 4.05263558721e-06            2            2  249.4311912   49.2945527            0            0
2458675.75914 6.00217380345e-05 4.03933171725e-06            2            2    249.43124   49.2945512            0            0
2458641.9123 5.75207887828e-05 4.01727747428e-06            2            2  249.4312473   49.2945205            0            0
2458628.89269 5.93887558774e-05 4.03381033309e-06            2            2  249.4312458   49.2945256            0            0
2458654.8397 5.96892541912e-05 4.03643593228e-06            2            2  249.4312406   49.2945455            0            0
2458219.91167 6.08959376113e-05 4.04689309367e-06            2            2  249.4313267   49.2946031            0            0
2458657.85314 5.99834747288e-05 4.03899989831e-06            2            2  249.4311916   49.2945529            0            0
2458641.82551 5.72997160235e-05 4.01529497056e-06            2            2  249.4312095   49.2945174            0            0
2458655.71736 5.50433436099e-05 3.99474519894e-06            2            2  249.4312204   49.2945094            0            0
2458627.91858 5.49210619221e-05 3.99361102763e-06            2            2   249.431165   49.2945547            0            0
2458644.78598 5.82826445406e-05 4.02406464209e-06            2            2  249.4311696   49.2945303            0            0
2458647.80233 6.58263098051e-05 4.08834383202e-06            2            2  249.4312536   49.2945361            0            0
2458262.82712 6.89256536976e-05 4.11351496811e-06            2            2  249.4312984   49.2946856            0            0
2458269.84855 6.95030868105e-05 4.11814149801e-06            2            2  249.4311502    49.294592            0            0
2458257.80026 6.10428883174e-05 4.04815814175e-06            2            2   249.431208   49.2946097            0            0
2458243.82569 5.88161531668e-05 4.02878188969e-06            2            2  249.4311759   49.2945689            0            0
2458217.98021 6.30702020872e-05 4.06540983919e-06            2            2  249.4311895   49.2945671            0            0
2458198.97029 5.23201315212e-05 3.9690483584e-06            2            1  249.4312157   49.2945679            0            0
2458257.82425 5.59819599868e-05 4.00336994607e-06            2            2  249.4312173   49.2945903            0            0
2458219.96211 6.0890588951e-05 4.04684734624e-06            2            2  249.4313164    49.294689            0            0
2458198.94973 6.08296474183e-05 4.04632206633e-06            2            1  249.4312298   49.2945406            0            0
2458219.95552 5.96638839282e-05 4.0362134918e-06            2            1   249.431034   49.2945292            0            0
2458222.94213 6.00111947438e-05 4.03924015212e-06            2            1  249.4311406   49.2945671            0            0
2458222.92213 4.53016369611e-05 3.89688562731e-06            2            1   249.431252   49.2945723            0            0
2458219.95643 5.95043617687e-05 4.03482273661e-06            2            2  249.4311211   49.2946243            0            0
2458223.00521 6.35252189787e-05 4.06923600829e-06            2            2  249.4311839   49.2946075            0            0
2458262.84868 5.66923525117e-05 4.00982439384e-06            2            2  249.4310451   49.2946883            0            0
2458258.91006 5.01328658574e-05 3.94757857207e-06            2            2  249.4313281   49.2947015            0            0
2458226.99774 5.94852352536e-05 4.03465563492e-06            2            2   249.431108   49.2945809            0            0
2458216.9146 5.35721103839e-05 3.98099146781e-06            2            1  249.4312747   49.2946544            0            0
2458218.00396 6.03797231069e-05 4.04243745896e-06            2            2  249.4311978   49.2945632            0            0
2458216.87428 5.72085903263e-05 4.01447868386e-06            2            1  249.4311739   49.2946299            0            0
2458226.95245 5.63957454586e-05 4.00713872608e-06            2            2  249.4311859   49.2945374            0            0
2458244.86587 6.17111689939e-05 4.05388369024e-06            2            2  249.4312587   49.2946236            0            0
2458273.82549 6.08574377413e-05 4.0465614463e-06            2            2   249.431195   49.2945627            0            0
2458263.86967 6.16738872036e-05 4.05356707342e-06            2            2   249.431511   49.2948655            0            0
2458255.79981 5.73564158085e-05 4.01580711015e-06            2            2  249.4312477   49.2946203            0            0
2458276.80955 5.64638491946e-05 4.00775321568e-06            2            2  249.4311929   49.2945556            0            0
2458218.93647 5.85914399319e-05 4.02679690157e-06            2            2  249.4311956    49.294598            0            0
2458273.87431 5.6340193295e-05 4.00663106242e-06            2            2  249.4311835   49.2945484            0            0
2458232.91197 5.42392484794e-05 3.98726461381e-06            2            2   249.431138   49.2946297            0            0
2458229.95101 5.8173193302e-05 4.02309338575e-06            2            2  249.4312521   49.2946065            0            0
2458226.96882 6.03971212657e-05 4.04258962256e-06            2            2  249.4312615    49.294592            0            0
2458222.9231 5.67597175927e-05 4.01043210543e-06            2            2  249.4311663   49.2946203            0            0
2458258.88613 6.05458463433e-05 4.04387592102e-06            2            2  249.4313492   49.2947127            0            0
2458232.88922 5.90170479028e-05 4.03054818774e-06            2            2  249.4312856   49.2946511            0            0
2458252.90487 5.42789010601e-05 3.98763414579e-06            2            2  249.4311946   49.2945702            0            0
2458247.92485 5.62101918104e-05 4.00544893061e-06            2            2  249.4312526    49.294645            0            0
2458268.90726 5.19094324608e-05 3.96507476698e-06            2            2  249.4312645   49.2945483            0            0
2458257.90711 5.84240074358e-05 4.02531861229e-06            2            2  249.4312559   49.2946064            0            0
2458267.86506 6.5640624277e-05 4.08681713213e-06            2            2  249.4312078   49.2944506            0        32768
2458379.7169 5.76180797885e-05 4.0181484471e-06            2            2  249.4312106   49.2945811            0            0
2458370.6427 5.58360093713e-05 4.00203352157e-06            2            2  249.4312466   49.2945401            0            0
2458378.7471 5.91420073519e-05 4.03164750231e-06            2            2  249.4312363   49.2945806            0            0
2458367.69451 5.11458173571e-05 3.95762151087e-06            2            2  249.4312326   49.2945366            0            0
2458357.78361 6.52842401087e-05 4.08387608086e-06            2            2  249.4312354   49.2945617            0            0
2458326.78005 6.1706073932e-05 4.05384321028e-06            2            2  249.4311679   49.2946678            0            0
2458343.65858 6.12056748507e-05 4.04955903377e-06            2            1    249.43122     49.29456            0            0
2458378.63654 5.73122999429e-05 4.0154083241e-06            2            2  249.4312428   49.2945404            0            0
2458363.75648 4.79322596205e-05 3.92510610352e-06            2            2   249.431237   49.2945681            0            0
2458368.63722 6.21133743792e-05 4.05731377363e-06            2            2  249.4311935   49.2945541            0            0
2458368.68325 6.04234401994e-05 4.04281659617e-06            2            2  249.4312511   49.2946291            0            0
2458371.6383 5.97236575533e-05 4.03673484289e-06            2            1  249.4312634   49.2945523            0            0
2458376.66246 5.66429757365e-05 4.00937900048e-06            2            2  249.4312261   49.2945466            0            0
2458351.70054 6.45168281479e-05 4.07751846265e-06            2            2  249.4312186   49.2945746            0            0
2458330.8237 5.80895559678e-05 4.02235260046e-06            2            2  249.4312321   49.2945701            0            0
2458364.65356 5.98910268372e-05 4.03819697209e-06            2            2  249.4311714   49.2945454            0            0
2458364.67432 5.42270535141e-05 3.98715110605e-06            2            2  249.4312299   49.2945822            0            0
2458326.83172 5.63592986464e-05 4.00680415352e-06            2            2  249.4309507   49.2947904            0            0
2458373.62755 5.80028800326e-05 4.02158196935e-06            2            2   249.431234    49.294564            0            0
2458369.65666 5.5468410269e-05 3.99866195886e-06            2            2  249.4312321   49.2945592            0            0
2458356.72096 4.98506938459e-05 3.94474986677e-06            2            1  249.4311784   49.2945441            0            0
2458360.74574 6.83300868599e-05 4.10872431313e-06            2            2  249.4311591    49.294583            0            0
2458332.7815 5.22266482095e-05 3.96814360247e-06            2            2  249.4312191    49.294577            0            0
2458362.63786 6.13892747357e-05 4.05113377155e-06            2            2  249.4312415   49.2945564            0            0
2458298.78975 5.58567099784e-05 4.00222535908e-06            2            2  249.4311392   49.2947039            0            0
2458299.86408 5.70637521675e-05 4.0131771682e-06            2            2   249.431368   49.2946413            0            0
2458280.84392 5.44726229109e-05 3.98944577802e-06            2            2  249.4311838   49.2945791            0            0
2458312.74512 6.02662278113e-05 4.04145579358e-06            2            2  249.4312216   49.2945534            0            0
2458293.81419 5.65150554242e-05 4.00822002004e-06            2            2  249.4312525   49.2945182            0            0
2458282.80681 5.27597474077e-05 3.97326854113e-06            2            2  249.4311957    49.294533            0            0
2458282.84509 5.73624617217e-05 4.01586144861e-06            2            2  249.4312053   49.2945644            0            0
2458290.83076 6.3679856929e-05 4.07053405574e-06            2            2  249.4312024   49.2945641            0            0
2458305.85072 6.57052313599e-05 4.08734904716e-06            2            1  249.4312795   49.2945812            0            0
2458367.67781 6.13666315539e-05 4.05093956073e-06            2            2  249.4312188   49.2945353            0            0
2458356.74427 6.12133093909e-05 4.04962347315e-06            2            2  249.4311607   49.2945185            0            0
2458353.75541 5.53336155038e-05 3.99742168054e-06            2            2  249.4312188   49.2945507            0            0
2458376.67372 5.99360747392e-05 4.03858795705e-06            2            2  249.4312072   49.2945894            0            0
2458340.68004 5.88182196886e-05 4.02879923582e-06            2            1  249.4312617   49.2945744            0            0
2458349.74238 5.75317030743e-05 4.0173740833e-06            2            1  249.4312813   49.2945563            0            0
2458365.68164 6.79459695391e-05 4.10562525273e-06            2            2  249.4311931    49.294528            0            0
2458370.65555 5.77813754988e-05 4.01960494235e-06            2            2  249.4310921   49.2945893            0            0
2458668.82598 5.27468657947e-05 3.9731434473e-06            2            2  249.4312083   49.2945594            0            0
2458375.69931 5.38868947671e-05 3.98395928154e-06            2            2   249.431253   49.2945388            0            0
2458352.74351 6.67653438816e-05 4.09603367291e-06            2            1  249.4312001   49.2945403            0            0
2458352.75535 6.19726644503e-05 4.05611383278e-06            2            2  249.4311768   49.2945595            0            0
2458346.67861 6.11648301142e-05 4.04920826325e-06            2            1  249.4312265   49.2945854            0            0
2458354.73992 6.20616746315e-05 4.05687220055e-06            2            2  249.4311468    49.294557            0            0
2458359.76731 5.57173499027e-05 4.00094843989e-06            2            2  249.4311236   49.2945367            0            0
2458352.72052 5.96834872752e-05 4.036385263e-06            2            2  249.4312515   49.2945597            0            0
2458379.75706 5.94440766268e-05 4.03429462511e-06            2            2  249.4312106   49.2945526            0            0
2458354.69896 6.30210271749e-05 4.06499760019e-06            2            2  249.4312176   49.2945747            0            0
2458331.69895 3.48470965984e-05 3.76245189945e-06            2            2  249.4311817   49.2945236            0            0
2458257.87344 5.42523992486e-05 3.98738688243e-06            2            2  249.4310951   49.2945398            0            0
2458326.79702 5.89973525227e-05 4.03037476097e-06            2            2   249.431238   49.2947001            0            0
2458360.76692 6.19261946368e-05 4.05571794288e-06            2            2  249.4311872   49.2945849            0            0
2458657.86907 6.4877684396e-05 4.08051404296e-06            2            2  249.4311861   49.2945492            0            0
2458653.91206 5.95770567646e-05 4.03545774517e-06            2            2  249.4311952   49.2945217            0            0
2458617.82955 6.09222598629e-05 4.04712249145e-06            2            2  249.4312402   49.2945498            0            0
2458660.82455 5.59005892253e-05 4.00262747881e-06            2            2  249.4311503   49.2945544            0            0
2458616.8768 5.9863677822e-05 4.03795786448e-06            2            2  249.4312208   49.2945533            0            0
2458357.75883 6.8199490744e-05 4.10767343447e-06            2            2  249.4311627   49.2945603            0            0
2458328.78712 6.05805305753e-05 4.04417467108e-06            2            2   249.431156   49.2945246            0            0
2458365.63545 5.86188255814e-05 4.02704155144e-06            2            2  249.4311762    49.294573            0            0
2458328.80162 8.91450750355e-05 4.26725292359e-06            2            2  249.4312151   49.2945255            0        32768
2458377.66098 6.36057312849e-05 4.06991357399e-06            2            2  249.4312698   49.2945668            0            0
2458355.74064 5.06421018736e-05 3.95264833832e-06            2            2  249.4312658   49.2945665            0            0
2458356.76839 3.3190232006e-05 3.73617942904e-06            2            2  249.4312645   49.2945623            0            0
2458329.8268 5.9882820821e-05 4.03812179197e-06            2            2  249.4312131   49.2945613            0            0
2458368.6363 5.88427135015e-05 4.02901608289e-06            2            1  249.4311857   49.2945674            0            0
2458358.69401 5.84050229751e-05 4.02515017611e-06            2            2  249.4311536   49.2945587            0            0
2458278.80624 6.02031613163e-05 4.04090672981e-06            2            1  249.4311747   49.2945563            0            0
2458286.82918 5.99750453251e-05 4.03892648976e-06            2            2  249.4311737   49.2945406            0            0
2458654.70754 5.64901411697e-05 4.00799156115e-06            2            2  249.4311921   49.2945552            0            0
2458653.72248 5.53572416989e-05 3.9976426128e-06            2            2  249.4312297   49.2945757            0            0
2458640.76465 6.09192632606e-05 4.04709729184e-06            2            2  249.4311756   49.2945376            0            0
2458369.67879 5.90149743953e-05 4.03052987865e-06            2            2  249.4312235   49.2945577            0            0
2458368.65639 5.49670063908e-05 3.99403867531e-06            2            2  249.4312072    49.294565            0            0
2458365.65759 5.92761860959e-05 4.03282442721e-06            2            2  249.4311887   49.2945205            0            0
2458350.69808 6.19320694562e-05 4.05576896873e-06            2            2  249.4312698   49.2945781            0            0
2458349.77859 5.28199341399e-05 3.9738416966e-06            2            2  249.4311556   49.2945995            0            0
2458359.71745 6.49328706746e-05 4.08097339025e-06            2            1  249.4312911   49.2945774            0            0
2458325.72664 6.77291949095e-05 4.103869709e-06            2            2  249.4311511   49.2945557            0            0
